SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,BYLINE,LANGUAGE,COUNTRY,SECTION,STATE,JOURNAL-CODE,PUBLICATION-TYPE,LENGTH,LOAD-DATE,DATELINE,SUBJECT,TEXT
12,AE Noticiário,11 Julho 2014,Docentes apontam possíveis temas da Copa no vestibular,,"Guilherme Soares Dias, especial para a AE",PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,528 palavras,"July 11, 2014",,,"A Copa do Mundo de 2014 chega a reta final, mas os temas ligados ao campeonato realizado no Brasil devem ir além do domingo, 13. A avaliação é de professores de cursinhos que apostam que o mundial deve ser abordado nos vestibulares no fim do ano. Além de questões históricas, como o uso político da vitória na Copa de 1970, comparação com a Copa de 1950 e os protestos, podem cair temas de geografia como fuso horário, as diferenças climáticas brasileiras, o fluxo de pessoas e as epidemias. Há ainda a possibilidade do tema ser abordado na redação. O professor de História no Cursinho da Poli Fernando Rodrigues fez uma pesquisa nos vestibulares de universidades públicas e das principais instituições privadas de todo o País. No últimos 20 anos, segundo ele, foram 26 questões relacionadas a Copa, sendo que 13 se referiam ao uso político da vitória do Brasil na Copa do Mundo de 1970. Já o Exame Nacional do Ensino Médio (Enem), segundo a pesquisa, nunca abordou a Copa do Mundo. Ele ressalta ainda que a Copa da África do Sul, em 2010, foi utilizada para falar sobre apartheid em questões da Universidade Federal Fluminense (UFF) e da Universidade Federal de Santa Catarina (UFSC). Já em 2006, com a Copa na Alemanha, uma questão abordava a divisão das duas Alemanhas e a guerra fria. ""Geralmente, não há pergunta específica sobre Copa, mas ela é utilizada como mote para perguntar sobre temas ligados ao país aprendidos no Ensino Médio"", ressalta. Neste ano, Rodrigues aposta que os vestibulares vão trazer questões sobre os protestos contra a Copa ligados a outras manifestações como os caras pintadas na década de 90 e o movimento ""Diretas Já"", na década de 80. Além dos protestos, ele também acredita que o possível uso político da Copa pelo governo ou oposição também pode ser explorado. Para a professora de Redação do colégio e cursinho Objetivo Maria Aparecida Custódio, as universidades podem pedir dissertações sobre a ""alienação"" do brasileiro com o esporte. ""Outra discussão é o fato de sermos apaixonados por futebol e o esporte em si ser tão pouco valorizado. Só 50% das escolas públicas tem quadra de esporte"", ressalta. Maria Aparecida também aposta que as universidades podem provocar os vestibulandos a escreverem sobre o saldo da copa ou sobre o patriotismo durante o evento. ""Outro tema que pode surgir é a síndrome vira-lata surgida após a derrota da Copa de 1950 e reafirmada agora"", diz. Ela não acredita, no entanto, que o tema será usado na redação do Enem. ""O exame não traz 'temas políticos' que possibilitem que os candidatos critiquem o governo. Geralmente, traz questões de cidadania"", cita. Já a Fuvest, segundo ela, não deve abordar a Copa, já que define o tema no começo do ano e não costuma trazer questões da atualidade. ""São sempre questões atemporais"", lembra. Para o professor de geografia no Cursinho da Poli Billy Malachias, a Copa deve ser abordada com questões ambientais ligadas a biológicas. ""Com o tamanho do território brasileiro, há diferentes zonas climáticas, isso se manifestou no comportamento dos atletas, com grande esforço físico, por conta da umidade e calor. Isso foi mais difícil para seleções europeias"", ressalta."
13,AE Noticiário,12 Julho 2014,Polícia do Rio prende 19 acusados de vandalismo,,Roberta Pennafort,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,223 palavras,"July 12, 2014",,,"Na véspera da final da Copa no Maracanã, 19 pessoas que participaram de manifestações de rua no Rio foram presas nestes sábado, 12, sob a acusação de terem cometido atos de vandalismo. O chefe da Polícia Civil, Fernando Veloso, e o responsável pela Delegacia de Repressão a Crimes de Informática, Alessandro Thiers, falarão à imprensa em entrevista coletiva daqui a pouco para dar mais informações sobre a ação. Entre os presos, está Elisa Quadros, conhecida como Sininho, ativista presa em Porto Alegre numa ação das polícias fluminense e gaúcha. As prisões foram com em cumprimento a mandados expedidos pela 27ª Vara Criminal. O grupo está na Cidade da Polícia, no Jacarezinho, espaço que abriga delegacias especializadas na sede da Copa. Com eles, segundo a polícia, foram apreendidos máscaras, explosivos e armas de fogo. Na véspera da abertura da Copa, dia 11 de junho, dez pessoas que são presenças constantes em protestos foram convocados a depor e tiveram celulares e computadores apreendidos; entre elas, Sininho. A polícia cumpriu, então, 17 mandados de busca e apreensão. A ação também foi da DRCI e foi considerada uma forma de intimidação dos manifestantes, por causa dos protestos antiCopa que haviam sido agendados. Para amanhã, estão marcados quatro protestos, um perto do Maracanã e três na Tijuca, bairro vizinhos ao do estádio."
14,Agence France Presse -- Portuguese,"July 7, 2014",Ataques da aviação israelense matam sete palestinos em Gaza,,,PORTUGUESE; PORTUGUÊS,"Palestinian Territory, Occupied",,,,Boletim de noticías,418 palavras,"July 7, 2014","GAZA, Territórios palestinos 07 Jul 2014",SUBJECT:,"Sete combatentes palestinos morreram e dois eram considerados desaparecidos após ataques na aéreos israelenses na madrugada de domingo para segunda-feira na Faixa de Gaza, anunciaram os serviços de emergência dos territórios palestinos. O balanço também foi anunciado pelas Brigadas Ezzedine al-Qassam, braço armado do Hamas. Ao mesmo tempo, as manifestações violentas prosseguiram ao norte de Israel e 110 pessoas foram detidas, segundo a polícia israelense. A partir da meia-noite, 12 foguetes caíram ao sul de Israel e um deles deixou um soldado levemente ferido, além de ter provocado danos materiais. Na região norte de Israel voltaram a ser registrados episódios de violência durante a noite, depois do anúncio de que o motivo do assassinato do jovem palestino que foi queimado vivo na semana passada em Jerusalém poderia ser político. A polícia prendeu seis jovens extremistas judeus no domingo por este caso. ""Cento e dez pessoas foram detidas durante a noite por perturbação da ordem pública, uso de pedras, destruição do mobiliário urbano e ataques contra as forças de segurança"", disse à AFP Luba Samri, porta-voz da polícia, principalmente no ""Triângulo"", o nome da região da Galileia com cidades de maioria árabe. Os protestos aconteceram especialmente em Nahf e Nazaré, onde, segundo a polícia, os manifestantes encapuzados incendiaram pneus e bloquearam várias ruas. Também foram registrados incidentes no sul de Israel e na região de Beersheva, a capital de Naguev, que tem uma importante comunidade beduína e onde foram detidos 12 manifestantes. Em Hadera (norte de Israel), centenas de pessoas participaram em um protesto contra o racismo no domingo à noite. A passeata encontrou uma manifestação de extrema-direita e a polícia entrou no meio para dispersar os dois lados. Quarenta e cinco pessoas foram detidas. O primeiro-ministro israelense Benjamin Netanyahu ligou nesta segunda-feira para o pai do adolescente palestino assassinado na semana passada, supostamente por extremistas judeus, para expressar os pêsames. ""Quero expressar minha indignação e a dos cidadãos de Israel pelo assassinato condenável de seu filho"", disse Netanyahu, segundo um comunicado. Mohamad Abu Khdeir, de 16 anos, foi sequestrado em 2 de julho em Shuafat, bairro de Jerusalém Oriental, ocupado e anexado por Israel. O corpo do jovem, completamente carbonizado, foi encontrado poucas horas depois perto de um bosque na zona oeste da cidade. De acordo com os primeiros relatórios da autopsia, Abu Khdeir foi queimado vivo."
15,Agence France Presse -- Portuguese,"July 9, 2014",Dilma não acredita em protestos após vexame da seleção na Copa,,,PORTUGUESE; PORTUGUÊS,Brazil,,,,Boletim de noticías,244 palavras,"July 9, 2014",BRASïLIA 09 Jul 2014,SUBJECT:,"A presidente Dilma Rousseff disse nesta quarta-feira que não acredita que a humilhante derrota por 7 a 1 sofrida pela seleção brasileira para a Alemanha nas semifinais da Copa do Mundo possa desencadear uma nova onda de protestos, como os do ano passado. ""Não acredito nisso"", afirmou Dilma. ""Tivemos a experiência de sermos sede da Copa do Mundo (...) em paz e com um grande senso de celebração. Há uma característica no futebol: é feito de conquistas e derrotas, é parte do jogo"", disse Dilma em uma entrevista concedida à jornalista Christiane Amanpour, da rede americana CNN. ""Ser capaz de superar a derrota: eu acho que é a característica e marca de uma grande seleção e de um grande país"", ressaltou. Dilma reconheceu que nem em seus ""piores pesadelos"" poderia ter imaginado uma derrota como a de terça-feira. ""Como torcedora, é claro que sinto profundamente, porque compartilho o mesmo pesar que todos os torcedores"", comentou. ""Mas eu também sei que nós somos um país que tem uma característica muito particular: nós nos levantamos à altura do desafio diante da adversidade, somos capazes de superar"", frisou. Na terça, em sua conta no Twitter, a presidente pediu: ""Brasil, levanta, sacode a poeira e dá a volta por cima"". Em 2013, durante a Copa das Confederações, mais de um milhão de pessoas saíram às ruas para protestar contra os cerca de US$ 11 bilhões investidos em obras para a Copa do Mundo e para reivindicar mais recursos para saúde, educação e transportes."
16,Agence France Presse -- Portuguese,"July 10, 2014",Greve no setor público britânico contra cortes de salários,,,PORTUGUESE; PORTUGUÊS,United Kingdom,,,,Boletim de noticías,289 palavras,"July 10, 2014",LONDRES 10 Jul 2014,SUBJECT:,"Mais de um milhão de funcionários do setor público aderiram a uma greve nesta quinta-feira na Grã-Bretanha, em protesto contra os cortes orçamentários e salariais, segundo os sindicatos, na maior paralisação contra o governo conservador de David Cameron. O dia terá como ponto alto as manifestações em todo o país. O protesto de Londres terminará em Trafalgar Square. A mobilização inclui professores, funcionários do setor administrativo, garis e seguranças de parques. O movimento é o maior desde a chegada ao poder, em 2010, do governo conservador de Cameron, que decidiu combater a crise com medidas de austeridade. O governo congelou os salários dos funcionários públicos por dois anos e agora limitou os aumentos a 1% anual. Os sindicatos anunciaram que chegou o momento de ""dizer basta"". ""Os grevistas merecem o apoio da população"", disse a secretária-geral do Trades Union Congress, Frances O'Grady. ""O que estão dizendo é que os atuais funcionários não podem ser marginalizados da recuperação e que corresponde a todos uma parte justa, à medida que a economia volta a crescer"", afirmou. A economia britânica deixou para trás a recessão em 2009, após uma forte queda e, desde então, registrou um crescimento sólido (3,1% nos 12 meses anteriores ao fim de março). Apesar do anúncio da greve, o governo espera que muitos funcionários públicos compareçam ao trabalho. Cameron criticou a iniciativa ao afirmar que os grevistas ""fariam melhor em trabalhar"" e que a greve era a decisão da minoria. ""A grande maioria dos funcionários não votou pela greve e os primeiros sinais mostram que a maioria compareceu ao trabalho, como sempre"", disse o porta-voz do governo, que duvidou do número de um milhão de grevistas antecipado pelos sindicatos."
17,Agence France Presse -- Portuguese,"July 13, 2014",Egípcios protestam contra ofensiva israelense contra Gaza,,,PORTUGUESE; PORTUGUÊS,Egypt,,,,Boletim de noticías,337 palavras,"July 13, 2014",CAIRO 13 Jul 2014,SUBJECT:,"Cerca de cem pessoas participaram neste domingo de um protesto no Cairo para denunciar a ofensiva israelense na Faixa de Gaza, constatou um jornalista da AFP. Iniciada no prédio do Sindicato dos Jornalistas, habitual ponto de partida de manifestações na capital egípcia, a passeata seguiu depois para o centro do Cairo, com os manifestantes saudando ""a resistência palestina"" e denunciando a posição egípcia. Os ataques aéreos de Israel para neutralizar o poder de fogo do movimento Hamas deixaram 160 palestinos mortos em menos de uma semana. ""Abaixo a política de normalização"", gritavam os manifestantes, fazendo críticas ao governo do Egito, primeiro país árabe a assinar acordos de paz com o Estado hebreu, em 1979. ""A Palestina é árabe e Sissi traiu a causa"" palestina, afirmavam os participantes do ato, em referência ao ex-chefe das Forças Armadas, Abdel Fattah al-Sissi, recentemente eleito presidente depois de ter destituído o islamita Mohamed Mursi, há um ano. Mursi era um dos maiores aliados do movimento Hamas, no poder na Faixa de Gaza. O governo egípcio afirma estar em contato com Israel e com o Hamas, mas se queixou da intransigência de ambos os lados. Ele pediu que a comunidade internacional intervenha. No sábado, Sissi havia alertado que a intensificação do conflito custaria mais ""vidas inocentes"". ""Estamos aqui para condenar a agressão israelense (...) e para pressionar as autoridades egípcias (...) para que o posto de passagem de Rafah seja aberto de forma permanente e não apenas para os feridos"", declarou o manifestante Ramy Chaath à AFP. O terminal fronteiriço de Rafah é o único acesso ao território palestino que não é controlado por Israel. Desde a destituição de Mursi, em julho de 2013, o Cairo tem fechado com frequência a passagem, permitindo a abertura apenas para comboios com ajuda humanitária. Chaath acrescentou que os organizadores não tinham pedido autorização para o protesto. Uma recente lei polêmica proíbe qualquer aglomeração sem o aval do Ministério do Ministério do Interior."
18,AE Noticiário,7 Julho 2014,Bahrein expulsa diplomata que se reuniu com oposição,,AE,PORTUGUESE; PORTUGUÊS,,INTERNACIONAL,Manama,FASTNEWS,Boletim de notícias,207 palavras,"July 7, 2014",,,"O governo do Bahrein ordenou que um diplomata dos EUA deixe o país depois de ele se reunir com o líder de um grupo xiita de oposição. O Ministério de Relações Exteriores afirmou em um comunicado que o secretário-assistente dos EUA para Democracia, Direitos Humanos e Trabalho, Tom Malinowski, não é bem-vindo no Bahrein porque interveio em relações domésticas ao se reunir com alguns grupos à custa de outros. O Bahrein tem sido palco de protestos quase diários feitos por xiitas que pedem mais direitos políticos, inspirados na Primavera Árabe que gerou revoluções em diversos países desde 2011. O governo local conteve os protestos, que ameaçavam se espalhar para a vizinha Arábia Saudita e outras nações do Golfo Pérsico com populações xiitas. Malinowski recebeu a ordem de deixar o país depois de se reunir com o líder do grupo Al Wifaq. Ele chegou no domingo e ficaria três dias. A porta-voz do Departamento de Estado dos EUA, Jen Psaki, afirmou mais cedo que Malinowski ainda está no país. Segundo a porta-voz, Malinowski faria uma visita para reafirmar e reforçar laços bilaterais com o rei Hamad bin Isa Al Khalifa. ""Nossa equipe está trabalhando junto com o governo para descobrir o que aconteceu lá"", disse Psaki. Fonte: Associated Press."
19,AE Noticiário,9 Julho 2014,Setor público grego faz greve de 24 horas,,AE,PORTUGUESE; PORTUGUÊS,,ECONOMIA,Atenas,FASTNEWS,Boletim de notícias,164 palavras,"July 9, 2014",,,"Os trabalhadores do setor público da Grécia estão realizando uma greve de 24 horas e suspenderam grande parte das atividades em hospitais estatais, aceitando apenas casos de emergência, para protestar contra as políticas de austeridade impostas em troca do programa de resgate do país. A greve desta quarta-feira não afetou o transporte público, embora algumas estradas em Atenas central tenham sido brevemente fechadas para um protesto. Outra manifestação foi programada para hoje à noite (horário local). O protesto ocorre no momento em que inspetores do Fundo Monetário Internacional, Banco Central Europeu e Comissão Europeia voltam a Atenas para avaliar o progresso do país em termos de reformas econômicas. A Grécia tem contado com empréstimos de resgate do FMI e outros países da zona do euro depois de quase ir à falência em 2010. Em troca, o país teve de reformular a sua economia, diminuir o seu inchado setor público, cortar gastos e aumentar os impostos. Fonte: Associated Press."
20,AE Noticiário,10 Julho 2014,Chuva em SP cancela ato contra prisão de ativistas,,Luiz Fernando Toledo,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,147 palavras,"July 10, 2014",,,"Foi cancelado um ato que estava marcado para ocorrer nesta quinta-feira, dia 10, às 18h, em defesa dos ativistas Fabio Hideki Harano e Rafael Lusvarghi, presos em junho passado durante manifestação contra a Copa do Mundo. Por causa da chuva na região da Praça Roosevelt, onde estava combinada a concentração, os organizadores do evento anunciaram no Facebook que o protesto não ocorreria. Mesmo assim, um grupo de 20 pessoas esteve no local, na região central de São Paulo, por volta das 18h. Algumas pessoas faziam parte do coletivo Se Não Tiver Direitos Não Vai Ter Copa, responsável pelo ato. De acordo com os organizadores, uma reunião seria feita para decidir outra data. Mesmo com o reduzido número de manifestantes, a Polícia Militar manteve a operação de outros dias de protesto. Até às 18h30, a Tropa de Choque cercava o entorno da praça, acompanhada por membros da cavalaria."
21,AE Noticiário,13 Julho 2014,Planalto avalia que Dilma foi menos hostilizada no RJ,,Vera Rosa e Tânia Monteiro,PORTUGUESE; PORTUGUÊS,,POLÍTICA,Brasília,FASTNEWS,Boletim de notícias,345 palavras,"July 13, 2014",,,"Apesar de a presidente Dilma Rousseff ter sido vaiada no encerramento da Copa do Mundo, no Rio de Janeiro, o tom dos protestos não chegou nem de longe ao que se viu na abertura da competição em São Paulo, o que trouxe certo alívio ao Palácio do Planalto. A hostilidade no Maracanã ocorreu antes e durante a entrega da taça à seleção da Alemanha, vencedora do Mundial. Todas as vezes em que Dilma aparecia no telão, as vaias tomavam conta do estádio, mas auxiliares da presidente ressaltaram que a maneira como ocorreram os protestos neste domingo não se compara à virulência do que houve em 12 de junho. ""Não foi nada parecido com aquele dia"", observou, aliviado um ministro, ao lembrar que vaias em estádios são consideradas até normais e que já eram esperadas pelo governo. Nesta segunda-feira, no Planalto, o ministro-chefe da Casa Civil, Aloizio Mercadante, fará uma reunião com todos os demais ministros que participaram da organização da Copa do Mundo, para uma avaliação setor a setor. O balanço, será repassado à presidente Dilma Rousseff que estará, a maior parte do dia, envolvida com a visita do presidente da Rússia, Vladimir Putin. Dilma entregou a taça ao time da Alemanha ao lado da chanceler Ângela Merkel, de dirigentes da Fifa e do presidente da Confederação Brasileira de Futebol (CBF), José Maria Marin, alvo de fortes críticas em um dos sites da campanha petista, o ""Muda Mais"". O site está sob responsabilidade do ex-ministro da Comunicação do governo Lula, Franklin Martins, que hoje coordena as redes sociais no comitê da reeleição. Os ataques a Marin provocaram queda de braço na campanha porque Dilma e o marqueteiro João Santana consideraram que as críticas causaram ""constrangimento"" e ""mal estar"" num momento em que o governo trabalhava pelo sucesso da Copa, sem querer comprar briga com a CBF. Dilma pediu que Franklin retirasse o post do site ""Muda Mais"" ou que o assinasse, mas não foi atendida. Na quarta-feira, quando o texto foi publicado, o presidente do PT, Rui Falcão, teve uma conversa reservada com Franklin sobre o assunto, em Brasília."
